0,1
34.310875,134.01123166
34.31173333,134.009725
34.31180166,134.00948166
34.311855,134.00924833
34.311695,134.00946666
34.31158666,134.009675
34.31165833,134.00945333
34.31174833,134.00924666
34.31164666,134.00944666
34.311505,134.00967166
34.31138666,134.00985833
34.3112,134.01006333
34.31112666,134.010265
34.31030666,134.01091333
34.31048833,134.01081333
34.31070166,134.01089833
34.310885,134.010915
34.31101166,134.01074666
34.31096666,134.01096666
34.31078833,134.01106
34.31085,134.010855
34.31073,134.01105333
34.31062166,134.011235
34.31104333,134.01058333
